id,name_sci,name_en,name_sv
1720,Sarothrura pulchra,White-spotted Flufftail,vitfläckig dunrall
1721,Sarothrura elegans,Buff-spotted Flufftail,beigefläckig dunrall
1722,Sarothrura rufa,Red-chested Flufftail,rödbröstad dunrall
1723,Sarothrura lugens,Chestnut-headed Flufftail,rödhuvad dunrall
1724,Sarothrura boehmi,Streaky-breasted Flufftail,böhmdunrall
1725,Sarothrura affinis,Striped Flufftail,strimmig dunrall
1726,Sarothrura insularis,Madagascar Flufftail,madagaskardunrall
1727,Sarothrura ayresi,White-winged Flufftail,vitvingad dunrall
1728,Sarothrura watersi,Slender-billed Flufftail,smalnäbbad dunrall
1729,Rallicula leucospila,White-striped Forest Rail,arfakdunrall
1730,Rallicula rubra,Chestnut Forest Rail,kastanjedunrall
1731,Rallicula forbesi,Forbes's Forest Rail,svartvingad dunrall
1732,Rallicula mayri,Mayr's Forest Rail,cyklopdunrall
1733,Canirallus oculeus,Grey-throated Rail,gråstrupig rall
1734,Mustelirallus albicollis,Ash-throated Crake,vithakad rall
1735,Neocrex erythrops,Paint-billed Crake,gulrödnäbbad rall
1736,Neocrex colombiana,Colombian Crake,colombiarall
1737,Cyanolimnas cerverai,Zapata Rail,zapatarall
1738,Pardirallus maculatus,Spotted Rail,fläckrall
1739,Pardirallus nigricans,Blackish Rail,svartaktig rall
1740,Pardirallus sanguinolentus,Plumbeous Rail,blyrall
1741,Amaurolimnas concolor,Uniform Crake,enfärgad rall
1742,Aramides axillaris,Rufous-necked Wood Rail,rödhalsad rall
1743,Aramides mangle,Little Wood Rail,grånackad rall
1744,Aramides albiventris,Russet-naped Wood Rail,centralamerikansk rall
1745,Aramides cajaneus,Grey-cowled Wood Rail,gråhalsad rall
1746,Aramides wolfi,Brown Wood Rail,brunrall
1747,Aramides ypecaha,Giant Wood Rail,ipécaharall
1748,Aramides calopterus,Red-winged Wood Rail,rödvingad rall
1749,Aramides saracura,Slaty-breasted Wood Rail,saracúrarall
1750,Rallus obsoletus,Ridgway's Rail,ridgwayrall
1751,Rallus crepitans,Clapper Rail,kustrall
1752,Rallus tenuirostris,Aztec Rail,aztekrall
1753,Rallus longirostris,Mangrove Rail,mangroverall
1754,Rallus elegans,King Rail,kungsrall
1755,Rallus wetmorei,Plain-flanked Rail,venezuelarall
1756,Rallus limicola,Virginia Rail,virginiarall
1757,Rallus semiplumbeus,Bogota Rail,bogotárall
1758,Rallus aequatorialis,Ecuadorian Rail,ecuadorrall
1759,Rallus antarcticus,Austral Rail,sydrall
1760,Rallus aquaticus,Water Rail,vattenrall
1761,Rallus indicus,Brown-cheeked Rail,sibirisk rall
1762,Rallus caerulescens,African Rail,afrikansk rall
1763,Rallus madagascariensis,Madagascar Rail,madagaskarrall
1764,Crecopsis egregia,African Crake,gräsrall
1765,Rougetius rougetii,Rouget's Rail,etiopisk rall
1766,Dryolimnas cuvieri,White-throated Rail,vitstrupig rall
1767,Dryolimnas augusti,Reunion Rail,réunionrall †
1768,Crex crex,Corn Crake,kornknarr
1769,Aramidopsis plateni,Snoring Rail,snarkrall
1770,Lewinia striata,Slaty-breasted Rail,brunkronad rall
1771,Lewinia mirifica,Brown-banded Rail,luzonrall
1772,Lewinia pectoralis,Lewin's Rail,lewinrall
1773,Lewinia muelleri,Auckland Rail,aucklandrall
1774,Diaphorapteryx hawkinsi,Hawkins's Rail,hawkinsrall †
1775,Habroptila wallacii,Invisible Rail,halmaherarall
1776,Gallirallus calayanensis,Calayan Rail,calayanrall
1777,Gallirallus australis,Weka,wekarall
1778,Eulabeornis castaneoventris,Chestnut Rail,rödbukig rall
1779,Cabalus lafresnayanus,New Caledonian Rail,nyakaledonienrall
1780,Cabalus modestus,Chatham Rail,matirakahurall †
1781,Hypotaenidia okinawae,Okinawa Rail,okinawarall
1782,Hypotaenidia torquata,Barred Rail,zebrarall
1783,Hypotaenidia philippensis,Buff-banded Rail,rostbandad rall
1784,Hypotaenidia owstoni,Guam Rail,guamrall
1785,Hypotaenidia insignis,Pink-legged Rail,newbritainrall
1786,Hypotaenidia rovianae,Roviana Rail,rovianarall
1787,Hypotaenidia woodfordi,Woodford's Rail,salomonrall
1788,Hypotaenidia poeciloptera,Bar-winged Rail,fijirall †
1789,Hypotaenidia sylvestris,Lord Howe Woodhen,lordhowerall
1790,Hypotaenidia dieffenbachii,Dieffenbach's Rail,mehorikirall †
1791,Hypotaenidia pacifica,Tahiti Rail,tahitirall †
1792,Hypotaenidia wakensis,Wake Island Rail,wakerall †
1793,Porphyriops melanops,Spot-flanked Gallinule,fläcksidig rörhöna
1794,Porzana carolina,Sora,karolinasumphöna
1795,Porzana porzana,Spotted Crake,småfläckig sumphöna
1796,Porzana fluminea,Australian Crake,australisk sumphöna
1797,Tribonyx ventralis,Black-tailed Nativehen,svartstjärtad rörhöna
1798,Tribonyx mortierii,Tasmanian Nativehen,tasmanrörhöna
1799,Paragallinula angulata,Lesser Moorhen,mindre rörhöna
1800,Gallinula tenebrosa,Dusky Moorhen,mörk rörhöna
1801,Gallinula galeata,Common Gallinule,amerikansk rörhöna
1802,Gallinula chloropus,Common Moorhen,rörhöna
1803,Gallinula nesiotis,Tristan Moorhen,tristanrörhöna †
1804,Gallinula comeri,Gough Moorhen,goughrörhöna
1805,Gallinula silvestris,Makira Woodhen,makirarörhöna
1806,Gallinula pacifica,Samoan Woodhen,samoarörhöna †
1807,Fulica rufifrons,Red-fronted Coot,rödpannad sothöna
1808,Fulica cornuta,Horned Coot,hornsothöna
1809,Fulica gigantea,Giant Coot,jättesothöna
1810,Fulica armillata,Red-gartered Coot,gulpannad sothöna
1811,Fulica atra,Eurasian Coot,sothöna
1812,Fulica cristata,Red-knobbed Coot,kamsothöna
1813,Fulica newtonii,Mascarene Coot,maskarensothöna †
1814,Fulica alai,Hawaiian Coot,hawaiisothöna
1815,Fulica americana,American Coot,amerikansk sothöna
1816,Fulica ardesiaca,Andean Coot,andinsk sothöna
1817,Fulica leucoptera,White-winged Coot,vitvingad sothöna
1818,Porphyrio alleni,Allen's Gallinule,mindre sultanhöna
1819,Porphyrio martinica,Purple Gallinule,amerikansk sultanhöna
1820,Porphyrio flavirostris,Azure Gallinule,azursultanhöna
1821,Porphyrio porphyrio,Western Swamphen,västlig purpurhöna
1822,Porphyrio madagascariensis,African Swamphen,afrikansk purpurhöna
1823,Porphyrio poliocephalus,Grey-headed Swamphen,gråhuvad purpurhöna
1824,Porphyrio indicus,Black-backed Swamphen,sundapurpurhöna
1825,Porphyrio pulverulentus,Philippine Swamphen,filippinpurpurhöna
1826,Porphyrio melanotus,Australasian Swamphen,australisk purpurhöna
1827,Porphyrio albus,White Swamphen,vit purpurhöna †
1828,Porphyrio mantelli,North Island Takahe,nordötakahe †
1829,Porphyrio hochstetteri,South Island Takahe,sydötakahe
1830,Micropygia schomburgkii,Ocellated Crake,pärlrall
1831,Rufirallus viridis,Russet-crowned Crake,cayennerall
1832,Rufirallus castaneiceps,Chestnut-headed Crake,kortstjärtad rall
1833,Coturnicops exquisitus,Swinhoe's Rail,swinhoerall
1834,Coturnicops noveboracensis,Yellow Rail,gulrall
1835,Coturnicops notatus,Speckled Rail,darwinrall
1836,Laterallus flaviventer,Yellow-breasted Crake,gulbröstad dvärgrall
1837,Laterallus jamaicensis,Black Rail,svart dvärgrall
1838,Laterallus spilonota,Galapagos Crake,galápagosdvärgrall
1839,Laterallus spiloptera,Dot-winged Crake,fläckvingad dvärgrall
1840,Laterallus rogersi,Inaccessible Island Rail,atlantdvärgrall
1841,Laterallus ruber,Ruddy Crake,koppardvärgrall
1842,Laterallus melanophaius,Rufous-sided Crake,rödsidig dvärgrall
1843,Laterallus levraudi,Rusty-flanked Crake,rostsidig dvärgrall
1844,Laterallus xenopterus,Rufous-faced Crake,rödhuvad dvärgrall
1845,Laterallus leucopyrrhus,Red-and-white Crake,rödvit dvärgrall
1846,Laterallus exilis,Grey-breasted Crake,gråbröstad dvärgrall
1847,Laterallus albigularis,White-throated Crake,vitstrupig dvärgrall
1848,Laterallus fasciatus,Black-banded Crake,svartbandad dvärgrall
1849,Mundia elpenor,Ascension Crake,ascensionrall †
1850,Aphanocrex podarces,St. Helena Rail,sankthelenarall †
1851,Zapornia flavirostra,Black Crake,korpsumphöna
1852,Zapornia olivieri,Sakalava Rail,sakalavasumphöna
1853,Zapornia fusca,Ruddy-breasted Crake,rödbrun sumphöna
1854,Zapornia paykullii,Band-bellied Crake,amursumphöna
1855,Zapornia bicolor,Black-tailed Crake,svartstjärtad sumphöna
1856,Zapornia akool,Brown Crake,brun sumphöna
1857,Zapornia pusilla,Baillon's Crake,dvärgsumphöna
1858,Zapornia astrictocarpus,St. Helena Crake,sankthelenasumphöna †
1859,Zapornia parva,Little Crake,mindre sumphöna
1860,Zapornia tabuensis,Spotless Crake,sotsumphöna
1861,Zapornia monasa,Kosrae Crake,kosraesumphöna †
1862,Zapornia nigra,Tahiti Crake,tahitisumphöna †
1863,Zapornia atra,Henderson Crake,hendersonsumphöna
1864,Zapornia sandwichensis,Hawaiian Rail,hawaiisumphöna †
1865,Zapornia palmeri,Laysan Rail,laysansumphöna †
1866,Rallina eurizonoides,Slaty-legged Crake,gråbent rall
1867,Rallina canningi,Andaman Crake,andamanrall
1868,Rallina fasciata,Red-legged Crake,rödbent rall
1869,Rallina tricolor,Red-necked Crake,trefärgad rall
1870,Gymnocrex rosenbergii,Blue-faced Rail,sulawesirall
1871,Gymnocrex talaudensis,Talaud Rail,talaudrall
1872,Gymnocrex plumbeiventris,Bare-eyed Rail,nakenögd rall
1873,Himantornis haematopus,Nkulengu Rail,nkulengurall
1874,Megacrex inepta,New Guinea Flightless Rail,storfotsrall
1875,Poliolimnas cinereus,White-browed Crake,vitbrynad sumphöna
1876,Aenigmatolimnas marginalis,Striped Crake,rostgumpad sumphöna
1877,Gallicrex cinerea,Watercock,tupprall
1878,Amaurornis phoenicurus,White-breasted Waterhen,vattensumphöna
1879,Amaurornis olivacea,Plain Bush-hen,filippinsumphöna
1880,Amaurornis magnirostris,Talaud Bush-hen,talaudsumphöna
1881,Amaurornis isabellina,Isabelline Bush-hen,sulawesisumphöna
1882,Amaurornis moluccana,Pale-vented Bush-hen,blekgumpad sumphöna
1883,Aphanapteryx bonasia,Red Rail,rödrall †
1884,Erythromachus leguati,Rodrigues Rail,rodriguesrall †
1885,Psophia crepitans,Grey-winged Trumpeter,gråvingad trumpetare
1886,Psophia leucoptera,Pale-winged Trumpeter,vitvingad trumpetare
1887,Psophia viridis,Dark-winged Trumpeter,mörkvingad trumpetare
1888,Balearica regulorum,Grey Crowned Crane,grå krontrana
1889,Balearica pavonina,Black Crowned Crane,svart krontrana
1890,Leucogeranus leucogeranus,Siberian Crane,snötrana
1891,Antigone canadensis,Sandhill Crane,prärietrana
1892,Antigone vipio,White-naped Crane,glasögontrana
1893,Antigone antigone,Sarus Crane,sarustrana
1894,Antigone rubicunda,Brolga,brolgatrana
1895,Grus carunculata,Wattled Crane,vårttrana
1896,Grus paradisea,Blue Crane,paradistrana
1897,Grus virgo,Demoiselle Crane,jungfrutrana
1898,Grus japonensis,Red-crowned Crane,japansk trana
1899,Grus americana,Whooping Crane,trumpetartrana
1900,Grus grus,Common Crane,trana
1901,Grus monacha,Hooded Crane,munktrana
1902,Grus nigricollis,Black-necked Crane,svarthalsad trana
1903,Aramus guarauna,Limpkin,ralltrana
1904,Tachybaptus rufolavatus,Alaotra grebe,alaotradopping †
1905,Tachybaptus ruficollis,Little Grebe,smådopping
1906,Tachybaptus tricolor,Tricolored Grebe,indonesisk smådopping
1907,Tachybaptus novaehollandiae,Australasian Grebe,australisk smådopping
1908,Tachybaptus pelzelnii,Madagascar Grebe,madagaskarsmådopping
1909,Tachybaptus dominicus,Least Grebe,dvärgdopping
1910,Podilymbus podiceps,Pied-billed Grebe,tjocknäbbad dopping
1911,Podilymbus gigas,Atitlan Grebe,atitlándopping †
1912,Rollandia rolland,White-tufted Grebe,vittofsad dopping
1913,Rollandia microptera,Titicaca Grebe,titicacadopping
1914,Poliocephalus poliocephalus,Hoary-headed Grebe,gråhuvad dopping
1915,Poliocephalus rufopectus,New Zealand Grebe,maoridopping
1916,Podiceps major,Great Grebe,stordopping
1917,Podiceps grisegena,Red-necked Grebe,gråhakedopping
1918,Podiceps cristatus,Great Crested Grebe,skäggdopping
1919,Podiceps auritus,Horned Grebe,svarthakedopping
1920,Podiceps nigricollis,Black-necked Grebe,svarthalsad dopping
1921,Podiceps andinus,Colombian Grebe,colombiadopping †
1922,Podiceps occipitalis,Silvery Grebe,silverdopping
1923,Podiceps taczanowskii,Junin Grebe,juníndopping
1924,Podiceps gallardoi,Hooded Grebe,kamdopping
1925,Aechmophorus occidentalis,Western Grebe,mörk svandopping
1926,Aechmophorus clarkii,Clark's Grebe,ljus svandopping
1927,Phoenicopterus roseus,Greater Flamingo,större flamingo
1928,Phoenicopterus ruber,American Flamingo,karibflamingo
1929,Phoenicopterus chilensis,Chilean Flamingo,chileflamingo
1930,Phoeniconaias minor,Lesser Flamingo,mindre flamingo
1931,Phoenicoparrus andinus,Andean Flamingo,andinsk flamingo
1932,Phoenicoparrus jamesi,James's Flamingo,punaflamingo
1933,Turnix sylvaticus,Common Buttonquail,springhöna
1934,Turnix maculosus,Red-backed Buttonquail,gråryggig springhöna
1935,Turnix hottentottus,Fynbos Buttonquail,kapspringhöna
1936,Turnix nanus,Black-rumped Buttonquail,savannspringhöna
1937,Turnix tanki,Yellow-legged Buttonquail,gulbent springhöna
1938,Turnix ocellatus,Spotted Buttonquail,fläckig springhöna
1939,Turnix suscitator,Barred Buttonquail,bandad springhöna
1940,Turnix nigricollis,Madagascar Buttonquail,madagaskarspringhöna
1941,Turnix melanogaster,Black-breasted Buttonquail,svartbröstad springhöna
1942,Turnix castanotus,Chestnut-backed Buttonquail,rostryggig springhöna
1943,Turnix olivii,Buff-breasted Buttonquail,beigebröstad springhöna
1944,Turnix varius,Painted Buttonquail,brokspringhöna
1945,Turnix novaecaledoniae,New Caledonian Buttonquail,nyakaledonienspringhöna †
1946,Turnix worcesteri,Worcester's Buttonquail,luzonspringhöna
1947,Turnix everetti,Sumba Buttonquail,sumbaspringhöna
1948,Turnix pyrrhothorax,Red-chested Buttonquail,rödbröstad springhöna
1949,Turnix velox,Little Buttonquail,mindre springhöna
1950,Ortyxelos meiffrenii,Quail-Plover,lärkspringhöna
1951,Burhinus oedicnemus,Eurasian Stone-curlew,tjockfot
1952,Burhinus indicus,Indian Stone-curlew,indisk tjockfot
1953,Burhinus senegalensis,Senegal Thick-knee,senegaltjockfot
1954,Burhinus vermiculatus,Water Thick-knee,vattentjockfot
1955,Burhinus capensis,Spotted Thick-knee,fläcktjockfot
1956,Burhinus bistriatus,Double-striped Thick-knee,amerikansk tjockfot
1957,Burhinus superciliaris,Peruvian Thick-knee,perutjockfot
1958,Burhinus grallarius,Bush Stone-curlew,stylttjockfot
1959,Esacus recurvirostris,Great Stone-curlew,strandtjockfot
1960,Esacus magnirostris,Beach Stone-curlew,kusttjockfot
1961,Chionis albus,Snowy Sheathbill,gulnäbbad slidnäbb
1962,Chionis minor,Black-faced Sheathbill,svartnäbbad slidnäbb
1963,Pluvianellus socialis,Magellanic Plover,magellanpipare
1964,Haematopus leucopodus,Magellanic Oystercatcher,magellanstrandskata
1965,Haematopus ater,Blackish Oystercatcher,sydamerikansk strandskata
1966,Haematopus bachmani,Black Oystercatcher,klippstrandskata
1967,Haematopus palliatus,American Oystercatcher,amerikansk strandskata
1968,Haematopus meadewaldoi,Canary Islands Oystercatcher,kanariestrandskata †
1969,Haematopus moquini,African Oystercatcher,kapstrandskata
1970,Haematopus ostralegus,Eurasian Oystercatcher,strandskata
1971,Haematopus finschi,South Island Oystercatcher,sydöstrandskata
1972,Haematopus longirostris,Pied Oystercatcher,australisk strandskata
1973,Haematopus unicolor,Variable Oystercatcher,nyazeelandstrandskata
1974,Haematopus chathamensis,Chatham Oystercatcher,chathamstrandskata
1975,Haematopus fuliginosus,Sooty Oystercatcher,sotstrandskata
1976,Ibidorhyncha struthersii,Ibisbill,ibisnäbb
1977,Himantopus himantopus,Black-winged Stilt,styltlöpare
1978,Himantopus leucocephalus,Pied Stilt,australisk styltlöpare
1979,Himantopus mexicanus,Black-necked Stilt,amerikansk styltlöpare
1980,Himantopus melanurus,White-backed Stilt,vitkronad styltlöpare
1981,Himantopus novaezelandiae,Black Stilt,svart styltlöpare
1982,Cladorhynchus leucocephalus,Banded Stilt,bandstyltlöpare
1983,Recurvirostra avosetta,Pied Avocet,skärfläcka
1984,Recurvirostra americana,American Avocet,amerikansk skärfläcka
1985,Recurvirostra novaehollandiae,Red-necked Avocet,australisk skärfläcka
1986,Recurvirostra andina,Andean Avocet,andinsk skärfläcka
1987,Vanellus vanellus,Northern Lapwing,tofsvipa
1988,Vanellus crassirostris,Long-toed Lapwing,långtåvipa
1989,Vanellus armatus,Blacksmith Lapwing,smedvipa
1990,Vanellus spinosus,Spur-winged Lapwing,sporrvipa
1991,Vanellus duvaucelii,River Lapwing,flodvipa
1992,Vanellus tectus,Black-headed Lapwing,svarthuvad vipa
1993,Vanellus malabaricus,Yellow-wattled Lapwing,gulflikvipa
1994,Vanellus albiceps,White-crowned Lapwing,vitkronad vipa
1995,Vanellus lugubris,Senegal Lapwing,mörk sorgvipa
1996,Vanellus melanopterus,Black-winged Lapwing,ljus sorgvipa
1997,Vanellus coronatus,Crowned Lapwing,kronvipa
1998,Vanellus senegallus,African Wattled Lapwing,vårtvipa
1999,Vanellus melanocephalus,Spot-breasted Lapwing,etiopisk vipa
2000,Vanellus superciliosus,Brown-chested Lapwing,brunbröstad vipa
2001,Vanellus cinereus,Grey-headed Lapwing,gråhuvad vipa
2002,Vanellus indicus,Red-wattled Lapwing,rödflikvipa
2003,Vanellus macropterus,Javan Lapwing,javavipa †
2004,Vanellus tricolor,Banded Lapwing,bältesvipa
2005,Vanellus miles,Masked Lapwing,maskvipa
2006,Vanellus gregarius,Sociable Lapwing,stäppvipa
2007,Vanellus leucurus,White-tailed Lapwing,sumpvipa
2008,Vanellus chilensis,Southern Lapwing,sydamerikansk vipa
2009,Vanellus resplendens,Andean Lapwing,andinsk vipa
2010,Erythrogonys cinctus,Red-kneed Dotterel,brunsidig pipare
2011,Peltohyas australis,Inland Dotterel,inlandspipare
2012,Anarhynchus frontalis,Wrybill,snednäbb
2013,Pluvialis apricaria,European Golden Plover,ljungpipare
2014,Pluvialis fulva,Pacific Golden Plover,sibirisk tundrapipare
2015,Pluvialis dominica,American Golden Plover,amerikansk tundrapipare
2016,Pluvialis squatarola,Grey Plover,kustpipare
2017,Charadrius obscurus,New Zealand Plover,maoripipare
2018,Charadrius hiaticula,Common Ringed Plover,större strandpipare
2019,Charadrius semipalmatus,Semipalmated Plover,flikstrandpipare
2020,Charadrius placidus,Long-billed Plover,flodstrandpipare
2021,Charadrius dubius,Little Ringed Plover,mindre strandpipare
2022,Charadrius wilsonia,Wilson's Plover,wilsonstrandpipare
2023,Charadrius vociferus,Killdeer,skrikstrandpipare
2024,Charadrius melodus,Piping Plover,flöjtstrandpipare
2025,Charadrius thoracicus,Madagascar Plover,madagaskarpipare
2026,Charadrius pecuarius,Kittlitz's Plover,kittlitzstrandpipare
2027,Charadrius sanctaehelenae,St. Helena Plover,sankthelenapipare
2028,Charadrius tricollaris,Three-banded Plover,trebandad pipare
2029,Charadrius forbesi,Forbes's Plover,savannstrandpipare
2030,Charadrius marginatus,White-fronted Plover,vitpannad strandpipare
2031,Charadrius alexandrinus,Kentish Plover,svartbent strandpipare
2032,Charadrius dealbatus,White-faced Plover,sandstrandpipare
2033,Charadrius nivosus,Snowy Plover,snöstrandpipare
2034,Charadrius javanicus,Javan Plover,javastrandpipare
2035,Charadrius ruficapillus,Red-capped Plover,rödhuvad strandpipare
2036,Charadrius peronii,Malaysian Plover,malajstrandpipare
2037,Charadrius pallidus,Chestnut-banded Plover,sodasjöpipare
2038,Charadrius collaris,Collared Plover,svartkronad strandpipare
2039,Charadrius alticola,Puna Plover,punastrandpipare
2040,Charadrius falklandicus,Two-banded Plover,patagonienpipare
2041,Charadrius bicinctus,Double-banded Plover,tvåbandad strandpipare
2042,Charadrius mongolus,Lesser Sand Plover,mongolpipare
2043,Charadrius leschenaultii,Greater Sand Plover,ökenpipare
2044,Charadrius asiaticus,Caspian Plover,kaspisk pipare
2045,Charadrius veredus,Oriental Plover,orientpipare
2046,Charadrius morinellus,Eurasian Dotterel,fjällpipare
2047,Charadrius modestus,Rufous-chested Plover,rostbröstad pipare
2048,Charadrius montanus,Mountain Plover,präriepipare
2049,Thinornis cucullatus,Hooded Dotterel,svarthuvad pipare
2050,Thinornis novaeseelandiae,Shore Dotterel,chathampipare
2051,Elseyornis melanops,Black-fronted Dotterel,svartpannad pipare
2052,Oreopholus ruficollis,Tawny-throated Dotterel,rosthalspipare
2053,Phegornis mitchellii,Diademed Sandpiper-Plover,diadempipare
2054,Hoploxypterus cayanus,Pied Plover,brokvipa
2055,Pluvianus aegyptius,Egyptian Plover,krokodilväktare
2056,Rostratula benghalensis,Greater Painted-snipe,rallbeckasin
2057,Rostratula australis,Australian Painted-snipe,australisk rallbeckasin
2058,Nycticryphes semicollaris,South American Painted-snipe,sydamerikansk rallbeckasin
2059,Microparra capensis,Lesser Jacana,dvärgjaçana
2060,Actophilornis africanus,African Jacana,afrikansk jaçana
2061,Actophilornis albinucha,Madagascar Jacana,madagaskarjaçana
2062,Irediparra gallinacea,Comb-crested Jacana,kamjaçana
2063,Hydrophasianus chirurgus,Pheasant-tailed Jacana,fasanjaçana
